Community_District_ID,Community_District_Name,AirScore,Air_QualityScore,NO2,O3,PM2.5,SafetyScore,Safety_QualityScore,Incident_Count,Weighted_Severity_Sum,WaterScore,Water_QualityScore,Water_Point_Count,EducationScore,Education_QualityScore,Education_Point_Count,Overall_QualityScore,Overall_Rank
106,Stuyvesant Town and Turtle Bay (CD6),0.7823230286192016,28.932441925467987,29.47949131511111,25.418883217333335,11.198305497355555,0.3007434547079263,69.0192242793219,77034,283737.8,-0.1961013597888294,36.11716672491154,5,4.394699601677688,52.42657489806597,14,46.62385195694185,38
318,Flatlands and Canarsie (CD18),-0.2144813153768271,70.8831796957108,16.472375280066668,34.07158374,8.189821717377779,-0.7239765211647529,44.90894620014448,142004,504211.2,0.056866489352075535,25.921005288962107,6,4.171642750777121,31.047477886507046,30,43.1901522678311,39
111,East Harlem (CD11),0.0765623873890567,58.63453919975734,22.650098356444445,29.353785879333333,9.361036889444444,-1.3521020064311502,30.130001244481026,185850,639355.4,-0.7043507379118182,56.602745136009844,3,4.128674467065482,26.929141676780777,44,43.07410681425725,40
212,Williamsbridge and Baychester (CD12),-0.2732464702493373,73.35632461821547,17.90572076711111,31.356774148,8.760527884933333,-0.4941187405581883,50.31718956376893,126944,454756.2,0.42888920902410027,10.92619974154221,5,4.2242458979643045,36.08927679242558,28,42.67224767898804,41
206,Belmont and East Tremont (CD6),0.0806601923956028,58.46208214306549,20.92610755822222,30.464314061333333,9.350025950244444,-0.2741719645288238,55.49224036549686,112282,407433.6,0.6171911393069213,3.33647287947324,3,4.401865813394065,53.11342730753571,38,42.60105567389282,42
203,Morrisania and Crotona (CD3),0.074098438176792,58.73823506334932,21.231283494666663,30.427282844,9.272459154311113,-0.0835519830413927,59.97727127083823,104834,366420.8,0.2770081063626971,17.047943066098405,2,4.20185837351845,33.94352312001344,47,42.426743130074854,43
104,Clinton and Chelsea (CD4),0.6752110135094281,33.44027546870774,27.87442652888889,26.53733825866667,10.850419535466669,-0.7468186816858127,44.37150099066377,141204,509125.8,-0.35816491599839306,42.64932560442338,3,4.357268613327117,48.83896605326017,25,42.32501702926377,44
317,East Flatbush (CD17),-0.0149738282548956,62.48686167616815,19.880365752,32.02898917466667,8.719711337644444,-0.6146812496234403,47.48051643557012,129138,480695.8,-0.06636537648757157,30.88800802239813,4,4.13593962730361,27.625477901865903,27,42.12021600900057,45
207,Kingsbridge Heights and Bedford (CD7),-0.0592653439314979,64.35088019774388,20.320827401333336,30.197013050666666,9.220423940888889,-0.8289390978707314,42.43931842682724,147686,526794.4,0.20881900923855928,19.796383410634345,5,4.252338368853895,38.78182650797176,25,41.342102135794306,46
201,Mott Haven and Melrose (CD1),0.3068523503059183,48.942733677807595,22.028694918,30.466844652,9.700317607377778,-0.908632424114638,40.56424201372341,157564,543940.8,-0.39741241834531,44.231241532656895,3,4.059801236222375,20.32792105634514,38,38.51653457013326,47
302,Fort Greene and Brooklyn Heights (CD2),0.1185168362067538,56.868876669043786,22.915578633555555,29.070630962,9.524078930777778,-0.5799053546471095,48.298746311119814,135740,473213.6,-0.053364585148732,30.36399610651207,3,4.020417463237431,16.553145702318126,32,38.02119119724844,48
301,Greenpoint and Williamsburg (CD1),0.504859128294772,40.609573343813125,22.589821003111112,30.41526778,10.1267915242,-0.7298067425780147,44.7717689587062,137674,505465.6,0.3631307453187243,13.576670597807293,6,4.382231425017587,51.231550592390754,35,37.54739087317934,49
205,Fordham and University Heights (CD5),0.1979621896282823,53.525400882120366,22.298631247333333,29.630569378666667,9.669121786888889,-0.8630596506760878,41.6365078681165,152936,534135.6,0.30074512296398787,16.09119518649035,4,4.24565614658197,38.1413625292708,28,37.348616616499505,50
102,Greenwich Village and Soho (CD2),0.6018705575610216,36.526825255507134,26.829096587333332,26.827850996666665,10.788379534177778,-0.6212058548689259,47.327001279693945,133164,482099.6,-0.32362467862822064,41.25714142980076,4,4.020515661087462,16.562557569085108,10,35.418381383521734,51
305,East New York and Starrett City (CD5),-0.0226689822240212,62.8107139829973,19.009055147111113,32.60450266066667,8.681710679288889,-2.3867339164443924,5.786508732035674,235094,861961.4,0.11192818584132329,23.701679994272563,5,4.362507771719584,49.34111819554706,45,35.41000522621315,52
412,Jamaica and Hollis (CD12),-0.239763673948055,71.94719351248752,18.466021495555555,32.40637496066667,8.297937654066667,-2.4393862444561893,4.5476705130389385,236280,873289.8,-0.2621765816024634,38.78040488270887,8,4.119012866258585,26.003116315516866,38,35.319596305938056,53
316,Brownsville (CD16),0.0373568151017299,60.284514635823946,20.420831101555557,31.709972994,8.8584899266,-0.93062217503175,40.04685285181905,151622,548672.0,0.19338339235267718,20.418533783365145,3,4.0504898845965895,19.435465662517547,33,35.04634173338142,54
303,Bedford Stuyvesant (CD3),-0.0121499249602692,62.36801706306536,21.607681260222225,30.403248664,8.954002102644445,-1.792802419489035,19.760915290647567,201398,734174.2,-0.06317141447155984,30.759271693073497,5,4.021919271204469,16.697087921937992,48,32.396322992181105,55
204,Highbridge and Concourse (CD4),0.1842852966050003,54.100996038970585,22.335117611111112,29.735014336000003,9.581173027488887,-1.3123975665037488,31.064193131208317,178796,630812.8,0.33436433446423885,14.736134023698266,4,4.008815192582716,15.441114985126314,35,28.83560954475087,56
202,Hunts Point and Longwood (CD2),0.4144070355058398,44.416270263036495,21.223112134444445,31.625829079333336,9.729835327422222,-0.0505394697648321,60.75401115483684,100358,359318.0,0.6999693861343472,0.0,2,3.9416293777216844,9.001626361865284,21,28.542976944934654,57
209,Parkchester and Soundview (CD9),-0.0056970333044197,62.09644564852965,19.684884257333337,31.594208670666667,8.965843745066666,-1.4768456915035533,27.194950687712467,191638,666194.6,0.1941461427537255,20.387790247177296,4,3.8477117333901387,0.0,41,27.419796645854852,58
105,Midtown (CD5),1.4697956530977294,0.0,33.95411363177778,23.420655310666668,12.787936713355556,-2.6326684954154924,0.0,250810,914875.4,0.15475085312536685,21.97566291254115,4,4.23896850006494,37.50037865861478,10,14.869010392788983,59
